2.085000000000000000e+05,7.000000000000000000e+00,8.560000000000000000e+02,8.000000000000000000e+00,2.003000000000000000e+03,6.500000000000000000e+01
1.815000000000000000e+05,6.000000000000000000e+00,1.262000000000000000e+03,6.000000000000000000e+00,1.976000000000000000e+03,8.000000000000000000e+01
2.235000000000000000e+05,7.000000000000000000e+00,9.200000000000000000e+02,6.000000000000000000e+00,2.001000000000000000e+03,6.800000000000000000e+01
1.400000000000000000e+05,7.000000000000000000e+00,9.610000000000000000e+02,7.000000000000000000e+00,1.915000000000000000e+03,6.000000000000000000e+01
2.500000000000000000e+05,8.000000000000000000e+00,1.145000000000000000e+03,9.000000000000000000e+00,2.000000000000000000e+03,8.400000000000000000e+01
1.430000000000000000e+05,5.000000000000000000e+00,7.960000000000000000e+02,5.000000000000000000e+00,1.993000000000000000e+03,8.500000000000000000e+01
3.070000000000000000e+05,8.000000000000000000e+00,1.694000000000000000e+03,7.000000000000000000e+00,2.004000000000000000e+03,7.500000000000000000e+01
2.000000000000000000e+05,7.000000000000000000e+00,1.107000000000000000e+03,7.000000000000000000e+00,1.973000000000000000e+03,nan
1.299000000000000000e+05,7.000000000000000000e+00,1.022000000000000000e+03,8.000000000000000000e+00,1.931000000000000000e+03,5.100000000000000000e+01
1.180000000000000000e+05,5.000000000000000000e+00,1.077000000000000000e+03,5.000000000000000000e+00,1.939000000000000000e+03,5.000000000000000000e+01
1.295000000000000000e+05,5.000000000000000000e+00,1.040000000000000000e+03,5.000000000000000000e+00,1.965000000000000000e+03,7.000000000000000000e+01
3.450000000000000000e+05,9.000000000000000000e+00,1.182000000000000000e+03,1.100000000000000000e+01,2.005000000000000000e+03,8.500000000000000000e+01
1.440000000000000000e+05,5.000000000000000000e+00,9.120000000000000000e+02,4.000000000000000000e+00,1.962000000000000000e+03,nan
2.795000000000000000e+05,7.000000000000000000e+00,1.494000000000000000e+03,7.000000000000000000e+00,2.006000000000000000e+03,9.100000000000000000e+01
1.570000000000000000e+05,6.000000000000000000e+00,1.253000000000000000e+03,5.000000000000000000e+00,1.960000000000000000e+03,nan
1.320000000000000000e+05,7.000000000000000000e+00,8.540000000000000000e+02,5.000000000000000000e+00,1.929000000000000000e+03,5.100000000000000000e+01
1.490000000000000000e+05,6.000000000000000000e+00,1.004000000000000000e+03,5.000000000000000000e+00,1.970000000000000000e+03,nan
9.000000000000000000e+04,4.000000000000000000e+00,1.296000000000000000e+03,6.000000000000000000e+00,1.967000000000000000e+03,7.200000000000000000e+01
1.590000000000000000e+05,5.000000000000000000e+00,1.114000000000000000e+03,6.000000000000000000e+00,2.004000000000000000e+03,6.600000000000000000e+01
1.390000000000000000e+05,5.000000000000000000e+00,1.339000000000000000e+03,6.000000000000000000e+00,1.958000000000000000e+03,7.000000000000000000e+01
3.253000000000000000e+05,8.000000000000000000e+00,1.158000000000000000e+03,9.000000000000000000e+00,2.005000000000000000e+03,1.010000000000000000e+02
1.394000000000000000e+05,7.000000000000000000e+00,1.108000000000000000e+03,6.000000000000000000e+00,1.930000000000000000e+03,5.700000000000000000e+01
2.300000000000000000e+05,8.000000000000000000e+00,1.795000000000000000e+03,7.000000000000000000e+00,2.002000000000000000e+03,7.500000000000000000e+01
1.299000000000000000e+05,5.000000000000000000e+00,1.060000000000000000e+03,6.000000000000000000e+00,1.976000000000000000e+03,4.400000000000000000e+01
